설치장소명,와이파이SSID,관리기관전화번호,위도,경도
강릉시 임당동 73-3(거리),Smart Gangneung,033-640-5327,37.7554377,128.8938021
새샘공원,PublicWiFi@Seoul,02-2133-2863,37.574007,127.056584
충북70자 1036,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1037,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1038,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1040,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1041,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1042,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1043,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1044,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1050,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1051,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1052,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1055,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
남해종합사회복지관,Namhae_WiFi,055-860-8811,34.83853773,127.8904305
남해군보건소,Namhae_WiFi,055-860-8811,34.84474714,127.8987874
남해군농업기술센터,Namhae_WiFi,055-860-8811,34.8176117,127.9231857
남해실내체육관,Namhae_WiFi,055-860-8811,34.8336992,127.8932685
남해군국민체육센터,Namhae_WiFi,055-860-8811,34.8375697,127.8969046
남해화전도서관,Namhae_WiFi,055-860-8811,34.83891658,127.8906815
상하수도사업소,Namhae_WiFi,055-860-8811,34.8378201,127.9056622
농어촌폐기물종합처리장,Namhae_WiFi,055-860-8811,34.83716381,127.9080465
문화체육센터,Namhae_WiFi,055-860-8811,34.84488316,127.8997714
남해읍사무소,Namhae_WiFi,055-860-8811,34.8385406,127.8937107
강릉시청소년수련관,Public WiFi Free,033-640-5327,37.77209212,128.8937156
강릉노인종합복지관,Public WiFi Free,033-640-5327,37.74771996,128.8839864
강릉솔향수목원,Public WiFi Free,033-640-5327,37.69786415,128.8617132
행복한모루,Public WiFi Free,033-640-5327,37.76383348,128.8912309
정동진레일바이크,Public WiFi Free,033-640-5327,37.69131728,129.0329132
모래시계공원,Public WiFi Free,033-640-5327,37.687219,129.037607
주문진해변,Public WiFi Free,033-640-5327,37.91008017,128.8177177
경포도립공원,Public WiFi Free,033-640-5327,37.80269757,128.9100921
연곡해변,Public WiFi Free,033-640-5327,37.85808485,128.8530207
송정해변(물레방아휴게실),Public WiFi Free,033-640-5327,37.78009904,128.9371313
남항진해변,Public WiFi Free,033-640-5327,37.76387728,128.9543373
강문해변,Public WiFi Free,033-640-5327,37.7951748,128.9182067
안목해변,Public WiFi Free,033-640-5327,37.77367964,128.9459884
강릉항여객터미널,Public WiFi Free,033-640-5327,37.772825,128.952828
숲사랑홍보관,Public WiFi Free,033-640-5327,37.81722304,128.851408
주문진항,Public WiFi Free,033-640-5327,37.891232,128.828595
서초구청 5층 대회의실-1,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 5층 대회의실-2,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 5층 부구청장실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 5층 소회의실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 6층 기획예산과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 6층 도시계획과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 6층 홍보담당관,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 6층 건축과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 7층 세무관리과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 7층 재무과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 7층 지방소득세과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 7층 홍보담당관,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 8층 교육체육과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 8층 어르신행복과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 8층 주거개선과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 8층 가족정책과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 9층 복도,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 1층 보건소,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 보건소1,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 보건소2,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 보건소1,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 보건소2,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
양재환승주차장 5층-1,Public WiFi@Seoul,02-2155-6428,37.4835322,127.0342247
양재환승주차장 5층-2,Public WiFi@Seoul,02-2155-6428,37.4835322,127.0342247
양재환승주차장 5층-3,Public WiFi@Seoul,02-2155-6428,37.4835322,127.0342247
내곡동주민센터 지하2층,Public WiFi@Seoul,02-2155-6428,37.461929,127.051169
내곡동주민센터 지하1층,Public WiFi@Seoul,02-2155-6428,37.461929,127.051169
내곡동주민센터 1층-1,Public WiFi@Seoul,02-2155-6428,37.461929,127.051169
내곡동주민센터 1층-2,Public WiFi@Seoul,02-2155-6428,37.461929,127.051169
곡성다문화센터,Public WiFi Free,061-360-8400,35.28332887,127.2898062
곡성읍사무소,Public WiFi Free,061-360-8400,35.2822335,127.296338
석곡보건지소,Public WiFi Free,061-360-8400,35.1341068,127.253865
곡성레저문화센터,Public WiFi Free,061-360-8400,35.280205,127.2970381
서초구청 별관 1층 여권민원실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 별관 2층 부동산정보과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 별관 3층 안전도시과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 지하1층 매점,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 1층 OK 센터,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 1층 자동차등록민원실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 1층 오손도손,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 1층 25시 센터,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 대강당,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 주차관리과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 교통행정과-1,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 교통행정과-2,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 주민생활과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 복지정책과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 2층 여성보육과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 본회의장,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 공동응접실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 제2의원실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 3층 제1의원실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 4층 자치행정과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 4층 감사담당관,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 4층 재난상황실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 4층 건설관리과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 5층 행정지원과,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
서초구청 5층 구청장실,Public WiFi@Seoul,02-2155-6428,37.483569,127.0326987
문산제일고등학교,Paju free zone,031-940-4305,37.7706313,126.7610035
문산제일고등학교,Paju free zone,031-940-4305,37.7691583,126.763508
팜스프링아파트,Paju free zone,031-940-4305,37.7706123,126.7772155
팜스프링아파트,Paju free zone,031-940-4305,37.7704052,126.778262
월롱역,Paju free zone,031-940-4305,37.7963696,126.7918707
월롱역,Paju free zone,031-940-4305,37.7963367,126.7915624
은행마을,Paju free zone,031-940-4305,37.7617066,126.7953799
적성전통시장,Paju free zone,031-940-4305,37.9546598,126.9190648
후곡마을4단지,Paju free zone,031-940-4305,37.7542987,126.7708649
적성도서관,Paju free zone,031-940-4305,37.9539641,126.9174854
파평면사무소,Paju free zone,031-940-4305,37.9216691,126.8391771
교하사거리,Paju free zone,031-940-4305,37.7515777,126.7508124
교하지구대,Paju free zone,031-940-4305,37.7528691,126.7469865
삽다리사거리,Paju free zone,031-940-4305,37.7054797,126.7317772
당하동 이마트,Paju free zone,031-940-4305,37.7472635,126.7520628
당하동 이마트,Paju free zone,031-940-4305,37.7466985,126.7518896
쇠재마을5단지,Paju free zone,031-940-4305,37.7542738,126.7767821
쇠재마을5단지,Paju free zone,031-940-4305,37.7539399,126.7756051
문발동 아랫말,Paju free zone,031-940-4305,37.7225032,126.701342
교하중앙공원,Paju free zone,031-940-4305,37.723612,126.7175217
금향초등학교,Paju free zone,031-940-4305,37.7524188,126.7774072
청석마을8단지,Paju free zone,031-940-4305,37.7300246,126.718372
청석마을9단지,Paju free zone,031-940-4305,37.7284966,126.7192877
심학초등학교,Paju free zone,031-940-4305,37.7097565,126.7045755
운정행복센터,Paju free zone,031-940-4305,37.7133199,126.7523421
파주롯데아울렛 1블럭,Paju free zone,031-940-4305,37.7204096,126.6936224
파주롯데아울렛 2블럭,Paju free zone,031-940-4305,37.7186336,126.6918139
장안오리진료소,Public WiFi,051-888-4604,35.371853,129.261799
장안보건지소,Public WiFi,051-888-4604,35.313287,129.244244
장안(울산)휴게소,Public WiFi,051-888-4604,35.3772639,129.2606973
장안(부산)휴게소,Public WiFi,051-888-4604,35.377238,129.2467173
일광면사무소,Public WiFi,051-888-4604,35.263894,129.232269
일광면사무소,Public WiFi,051-888-4604,35.263903,129.2325889
송암노인요양원,Public WiFi,051-888-4604,35.2495825,129.2102416
성우해피홈,Public WiFi,051-888-4604,35.374928,129.263671
삼동보건진료소,Public WiFi,051-888-4604,35.312887,129.115126
반석노인건강센터,Public WiFi,051-888-4604,35.3795958,129.2600939
동행과 나눔,Public WiFi,051-888-4604,35.3424775,129.1767826
농협 동부산농협칠암지점,Public WiFi,051-888-4604,35.2977964,129.2585046
농업기술센터,Public WiFi,051-888-4604,35.3252429,129.2767149
낙원대실버타운,Public WiFi,051-888-4604,35.324555,129.1612746
기장종합사회복지관,Public WiFi,051-888-4604,35.2359582,129.2136367
기장제1공영주차장,Public WiFi,051-888-4604,35.2440246,129.2169354
기장장애인복지관,Public WiFi,051-888-4604,35.3365875,129.1734786
기장읍사무소,Public WiFi,051-888-4604,35.2385829,129.2159099
기장읍사무소,Public WiFi,051-888-4604,35.2386069,129.2159137
기장우체국,Public WiFi,051-888-4604,35.2358108,129.2184126
기장시장,Public WiFi,051-888-4604,35.2435752,129.2151737
기장문화원,Public WiFi,051-888-4604,35.235274,129.221324
기장도서관,Public WiFi,051-888-4604,35.249711,129.217353
기장군청 의회,Public WiFi,051-888-4604,35.3252429,129.2767149
천안시노인종합복지관 본관,Public Wifi Free,041-571-0617,36.80427848,127.1292883
천안시노인종합복지관 별관,Public Wifi Free,041-571-0617,36.80427848,127.1292883
천안시노인종합복지관 신관,Public Wifi Free,041-571-0617,36.80427848,127.1292883
부소산성,IPTIME,042-488-9723,36.288803,126.919019
용호종합사회복지관,Public WiFi,051-888-4604,35.1245627,129.1133388
용호4동 주민센터,Public WiFi,051-888-4604,35.113225,129.110414
용호3동 주민센터,Public WiFi,051-888-4604,35.121021,129.112829
용호2동 주민센터,Public WiFi,051-888-4604,35.1148291,129.1134152
용호1동 현장민원실,Public WiFi,051-888-4604,35.1304963,129.112087
용호1동 주민센터,Public WiFi,051-888-4604,35.120825,129.109028
용당동 주민센터,Public WiFi,051-888-4604,35.1176031,129.0950351
소아영아재활원,Public WiFi,051-888-4604,35.122511,129.084114
새빛 기독보육원,Public WiFi,051-888-4604,35.1148291,129.1134152
부산시립박물관,Public WiFi,051-888-4604,35.129552,129.094288
문현4동 주민센터,Public WiFi,051-888-4604,35.1361868,129.0691305
문현3동 주민센터,Public WiFi,051-888-4604,35.138167,129.071696
문현2동 주민센터,Public WiFi,051-888-4604,35.1450747,129.0686822
문현1동 주민센터,Public WiFi,051-888-4604,35.142492,129.071344
못골역,Public WiFi,051-888-4604,35.135037,129.085487
정관면사무소,Public WiFi,051-888-4604,35.3256298,129.1801171
장안읍사무소,Public WiFi,051-888-4604,35.313984,129.2438229
충북70자 1024,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1025,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1026,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1028,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1030,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1031,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1032,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1033,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1034,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
하계2동주민센터,PublicWiFi Seoul,02-2116-3434,37.6320583,127.0679637
성흥산 사랑나무,KOREA FREE WiFi,1899-9481,36.194664,126.899662
구드래조각공원,KOREA FREE WiFi,1899-9481,36.288218,126.908086
구드래조각공원,KOREA FREE WiFi,1899-9481,36.286185,126.905178
능산리고분군,KOREA FREE WiFi,1899-9481,36.276707,126.944913
부소산성,FREE WIFI_TOUR BUYEO,02-2008-3645,36.284034,126.914628
부소산성,FREE WIFI_TOUR BUYEO,02-2008-3645,36.284031,126.914454
정림사지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.278974,126.914576
정림사지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.279083,126.914863
궁남지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.272141,126.913503
연산3동주민센터,,051-665-4171,35.173358,129.094259
궁남지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.2711916,126.908857
궁남지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.269495,126.913048
충북70자 1011,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1013,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1014,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1015,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1017,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1018,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1019,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1021,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1022,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
충북70자 1023,PublicWiFi@bus,043-201-1345,36.58696353,127.3945469
궁남지,FREE WIFI_TOUR BUYEO,02-2008-3645,36.270397,126.914132
정림사지,IPTIME,042-488-9723,36.2787109,126.9142501
정림사지,IPTIME,042-488-9723,36.2764268,126.9144199
정림사지,IPTIME,042-488-9723,36.278296,126.913714
능산리 고분군,IPTIME,042-488-9723,36.2761461,126.9421079
능산리 고분군,IPTIME,042-488-9723,36.28173114,126.9411589
능산리 고분군,IPTIME,042-488-9723,36.276642,126.943998
나성,IPTIME,042-488-9723,36.274322,126.941648
나성,IPTIME,042-488-9723,36.277619,126.9412755
나성,IPTIME,042-488-9723,36.275801,126.941659
관북리유적,IPTIME,042-488-9723,36.2851899,126.9127733
관북리유적,IPTIME,042-488-9723,36.284303,126.912108
관북리유적,IPTIME,042-488-9723,36.284114,126.911328
관북리유적,IPTIME,042-488-9723,36.285702,126.909671
관북리유적,IPTIME,042-488-9723,36.284975,126.911425
쌍용도서관,Public Wifi Free,041-521-3731,36.80040792,127.1146208
성거도서관,Public Wifi Free,041-521-3734,36.87162843,127.2010113
아우내도서관,Public Wifi Free,041-521-3723,36.76620874,127.3020041
천안시청,Public Wifi Free,041-521-5200,36.81612841,127.1130483
천일시장,Public WiFi Free,041-521-5200,36.80225399,127.1497641
천안죽전원,Public Wifi Free,041-555-5442,36.79603572,127.1788974
죽전직업재활원,Public Wifi Free,041-555-5440,36.79603572,127.1788974
